tokens;labels;text;DMC
[23, 6, 322, 307, 4, 2, 7, 57, 309, 20, 2, 257, 129, 66, 10, 3, 28, 2, 7, 39, 182, 95, 4, 2, 7, 39, 81, 6, 186, 258, 4, 2, 8, 95, 4, 2, 7, 39, 259, 2, 357, 187, 36, 64, 81, 2, 3, 2, 473, 357, 4, 2, 39, 30, 2, 241, 260];5;"Do a visual inspection of the brakes as given in the pre-ride checks (refer to  
 Clean the brake pads. 
 Find each of the brake pads. 
 Apply a thin layer of the  on each of the brake pads. 
 Rub the surface until you have applied the  to the complete surface of the pad. 
 Remove the unwanted alcohol.";DMC-BRAKE-A-DA1-10-00-00AA-251A-AAA(2)
[7, 39, 28, 13, 259, 260];6;"Brake pads: 
 Clean with rubbing alcohol";DMC-BRAKE-A-DA1-10-00-00AA-251A-AAA(3)
[18, 759, 534];7;"Bicycle: 
 Title page";DMC-S1000DBIKE-A-D00-00-00-00AA-001A-AAA(1)
[19, 866, 534];7;"Bicycle: 
 Title page";DMC-S1000DBIKE-A-D00-00-00-00AA-001A-AAA(1)
[18, 188, 4, 760, 394, 761];8;"Bicycle: 
 List of effective data modules";DMC-S1000DBIKE-A-D00-00-00-00AA-002A-AAA(1)
[19, 188, 4, 867, 474, 868];8;"Bicycle: 
 List of effective data modules";DMC-S1000DBIKE-A-D00-00-00-00AA-002A-AAA(1)
[18, 315, 4, 395];9;"Bicycle: 
 Table of contents";DMC-S1000DBIKE-A-D00-00-00-00AA-009A-AAA(1)
[19, 353, 4, 395];9;"Bicycle: 
 Table of contents";DMC-S1000DBIKE-A-D00-00-00-00AA-009A-AAA(1)
[126, 18, 535, 180, 314, 315];10;"Mountain bicycle: 
 Products cross-reference table";DMC-S1000DBIKE-D-D00-00-00-00AA-00PA-AAA(1)
[126, 19, 535, 180, 10, 353];10;"Mountain bicycle: 
 Products cross-reference table";DMC-S1000DBIKE-D-D00-00-00-00AA-00PA-AAA(1)
[126, 18, 396, 180, 314, 315];11;"Mountain bicycle: 
 Conditions cross-reference table";DMC-S1000DBIKE-D-D00-00-00-00AA-00QA-AAA(1)
[126, 19, 475, 180, 10, 353];11;"Mountain bicycle: 
 Conditions cross-reference table";DMC-S1000DBIKE-D-D00-00-00-00AA-00QA-AAA(1)
[126, 18, 386, 180, 314, 315];12;"Mountain bicycle : 
 Applicability cross-reference table";DMC-S1000DBIKE-D-D00-00-00-00AA-00WA-AAA(1)
[126, 19, 308, 180, 10, 353];12;"Mountain bicycle : 
 Applicability cross-reference table";DMC-S1000DBIKE-D-D00-00-00-00AA-00WA-AAA(1)
[18, 261, 5, 762];13;"Bicycle: 
 Controls and Indicators";DMC-S1000DBIKE-A-D00-00-00-00AA-00XA-AAA(1)
[19, 261, 5, 711];13;"Bicycle: 
 Controls and Indicators";DMC-S1000DBIKE-A-D00-00-00-00AA-00XA-AAA(1)
[126, 18, 536, 397, 763];14;"Mountain bicycle: 
 Business rules exchange";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA(1)
[126, 19, 712, 397, 869];14;"Mountain bicycle: 
 Business rules exchange";DMC-S1000DBIKE-D-D00-00-00-00AA-022A-AAA(1)
[398, 537, 536, 397, 538];15;"S1000DBIKE: 
 Business rules document";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA(1)
[398, 537, 712, 397, 538];15;"S1000DBIKE: 
 Business rules document";DMC-S1000DBIKE-D-D00-00-00-00AA-024A-AAA(1)
[539, 101, 4, 6, 18, 6, 18, 10, 3, 9, 6, 42, 5, 6, 262, 4, 764, 206, 13, 540, 38, 11, 9, 765, 219, 82, 9, 220, 324, 73, 399, 221, 541, 11, 325, 222, 3, 2, 540, 38, 542, 36, 47, 543, 2, 143, 206, 4, 6, 18, 10, 3, 3, 23, 164, 369, 6, 212, 326, 6, 244, 326, 491, 18, 2, 38, 11, 36, 47, 370, 544, 8, 6, 18, 9, 175, 20, 18, 38, 189, 10, 3, 766, 42, 6, 18, 42, 9, 21, 4, 221, 22, 11, 9, 327, 367, 16, 2, 16, 223, 76, 38, 74, 91, 221, 60, 254, 27, 41, 16, 26, 16, 98, 5, 98, 263, 76, 46, 43, 2, 98, 22, 13, 6, 190, 36, 47, 24, 3, 224, 2, 400, 128, 61, 6, 492, 61, 11, 67, 3, 2, 33, 13, 110, 68, 2, 146, 11, 67, 3, 2, 7, 25, 5, 2, 55, 128, 61, 33, 37, 67, 2, 128, 61, 3, 2, 209, 22, 165, 191, 166, 6, 25, 11, 401, 14, 2, 130, 4, 2, 225, 3, 2, 192, 192, 2, 77, 402, 58, 2, 328, 11, 67, 3, 2, 166, 12, 6, 545, 191, 4, 264, 11, 193, 2, 12, 71, 3, 2, 403, 8, 2, 226, 72, 2, 72, 223, 26, 12, 71, 41, 226, 26, 5, 2, 41, 40, 147, 25, 8, 2, 128, 61, 106, 7, 2, 7, 223, 767, 8, 2, 34, 7, 106, 7, 486, 7, 39];16;"Physical description of a bicycle: 
 A bicycle (refer to ) is a frame and a number of movable components with mechanical parts that are completely open. There are no covers or sheet metal panels that prevent access to the mechanical parts. Thus, you can disassemble the different components of a bicycle (refer to ) to do:  
 an inspection 
 a maintenance task 
 a repair task 
 Complete bicycle: 
 The parts that you can immediately identify on a bicycle are given in . 
 Bicycle parts: 
 Item 
 Refer to 
 Definition 
 Frame 
 A bicycle frame is made of metal tubes that are welded together. 
 Wheels 
 The wheels include these parts:  
 Hub 
 Spokes 
 Metal rim 
 Rubber tire 
 Rear wheel 
 Front wheel 
 Seat and seat post 
 These install into the seat tube with a mechanism you can use to change the height. 
 Handle bars 
 A horizontal bar that attaches to the stem with grips at the ends that attach to the brake levers and the shifters. 
 Handle bar stem 
 This attaches the handle bar to the steering tube (head set). 
 Cranks 
 A lever that extends from the bottom of the bracket to the pedal. 
 Pedals 
 The two platforms for the feet that attach to the crank. 
 Chain 
 A circular set of links that connect the chain ring to the cogs on the freewheel. 
 Gears 
 The gears include:  
 Front chain ring 
 Rear freewheel 
 Front and the rear derailleur 
 Shift lever on the handle bars 
 Cables 
 Brakes 
 The brakes include:  
 Actuators on the handlebars 
 Brake cable 
 Brake callipers 
 Brake pads";DMC-S1000DBIKE-A-D00-00-00-00AA-041A-AAA(1)
[713, 105, 4, 6, 19, 6, 19, 10, 3, 17, 6, 42, 5, 6, 262, 4, 870, 210, 13, 174, 38, 11, 59, 473, 219, 82, 59, 220, 324, 73, 399, 221, 541, 11, 325, 222, 3, 2, 174, 38, 542, 36, 47, 714, 2, 139, 210, 4, 6, 19, 10, 3, 3, 23, 164, 307, 6, 240, 326, 6, 244, 326, 473, 19, 2, 38, 11, 36, 47, 310, 715, 8, 6, 19, 59, 309, 20, 19, 38, 189, 10, 3, 871, 42, 6, 19, 42, 17, 115, 4, 221, 22, 11, 59, 327, 380, 16, 2, 16, 242, 76, 38, 74, 91, 221, 60, 254, 27, 41, 16, 26, 16, 98, 5, 98, 263, 76, 32, 43, 2, 98, 22, 13, 6, 174, 36, 47, 24, 3, 243, 2, 400, 135, 61, 6, 516, 61, 11, 67, 3, 2, 33, 13, 110, 68, 2, 146, 11, 67, 3, 2, 7, 25, 5, 2, 55, 135, 61, 33, 37, 67, 2, 135, 61, 3, 2, 138, 22, 165, 191, 166, 6, 25, 11, 401, 14, 2, 130, 4, 2, 225, 3, 2, 192, 192, 2, 77, 402, 58, 2, 716, 11, 67, 3, 2, 166, 12, 6, 545, 191, 4, 264, 11, 193, 2, 12, 71, 3, 2, 403, 8, 2, 226, 72, 2, 72, 242, 26, 12, 71, 41, 226, 26, 5, 2, 41, 40, 147, 25, 8, 2, 135, 61, 107, 7, 2, 7, 242, 717, 8, 2, 34, 7, 107, 7, 510, 7, 39];16;"Physical description of a bicycle: 
 A bicycle (refer to ) is a frame and a number of movable components with mechanical parts that are completely open. There are no covers or sheet metal panels that prevent access to the mechanical parts. Thus, you can disassemble the different components of a bicycle (refer to ) to do:  
 an inspection 
 a maintenance task 
 a repair task 
 Complete bicycle: 
 The parts that you can immediately identify on a bicycle are given in . 
 Bicycle parts: 
 Item 
 Refer to 
 Definition 
 Frame 
 A bicycle frame is made of metal tubes that are welded together. 
 Wheels 
 The wheels include these parts:  
 Hub 
 Spokes 
 Metal rim 
 Rubber tire 
 Rear wheel 
 Front wheel 
 Seat and seat post 
 These install into the seat tube with a mechanism you can use to change the height. 
 Handle bars 
 A horizontal bar that attaches to the stem with grips at the ends that attach to the brake levers and the shifters. 
 Handle bar stem 
 This attaches the handle bar to the steering tube (head set). 
 Cranks 
 A lever that extends from the bottom of the bracket to the pedal. 
 Pedals 
 The two platforms for the feet that attach to the crank. 
 Chain 
 A circular set of links that connect the chain ring to the cogs on the freewheel. 
 Gears 
 The gears include:  
 Front chain ring 
 Rear freewheel 
 Front and the rear derailleur 
 Shift lever on the handle bars 
 Cables 
 Brakes 
 The brakes include:  
 Actuators on the handlebars 
 Brake cable 
 Brake callipers 
 Brake pads";DMC-S1000DBIKE-A-D00-00-00-00AA-041A-AAA(1)
[18, 101, 4, 88, 15, 9, 21];17;"Bicycle: 
 Description of how it is made";DMC-S1000DBIKE-A-D00-00-00-00AA-041A-AAA(2)
[19, 105, 4, 88, 15, 17, 115];17;"Bicycle: 
 Description of how it is made";DMC-S1000DBIKE-A-D00-00-00-00AA-041A-AAA(2)
[404, 101, 4, 6, 18, 194, 9, 6, 188, 4, 2, 143, 18, 206, 5, 6, 404, 101, 4, 96, 2, 42, 9, 2, 405, 4, 2, 18, 10, 3, 2, 16, 9, 2, 195, 4, 406, 131, 2, 18, 5, 2, 407, 58, 2, 18, 3, 64, 227, 10, 3, 2, 91, 9, 493, 245, 13, 94, 80, 11, 193, 2, 74, 3, 2, 60, 36, 47, 159, 2, 94, 13, 2, 371, 8, 2, 60, 111, 2, 74, 67, 3, 2, 167, 4, 2, 16, 265, 2, 196, 5, 2, 114, 9, 2, 221, 60, 9, 6, 221, 71, 11, 64, 6, 546, 408, 180, 329, 3, 54, 2, 91, 8, 2, 132, 111, 5, 2, 27, 8, 2, 215, 111, 2, 98, 160, 9, 108, 320, 57, 2, 547, 9, 24, 57, 2, 266, 402, 58, 2, 548, 3, 409, 8, 2, 18, 2, 98, 263, 9, 24, 57, 6, 266, 263, 58, 2, 98, 5, 3, 224, 2, 400, 4, 2, 98, 58, 2, 197, 2, 128, 61, 9, 6, 492, 61, 13, 128, 8, 95, 146, 2, 128, 61, 9, 6, 209, 190, 11, 2, 197, 24, 3, 224, 2, 410, 4, 2, 18, 2, 7, 25, 9, 108, 8, 2, 128, 61, 10, 3, 2, 128, 61, 33, 2, 33, 67, 2, 128, 61, 3, 2, 209, 22, 10, 3, 70, 36, 184, 2, 7, 25, 2, 7, 39, 50, 183, 2, 16, 3, 391, 2, 216, 2, 7, 25, 8, 2, 208, 111, 184, 2, 26, 7, 2, 7, 25, 8, 2, 185, 111, 184, 2, 41, 7, 70, 36, 184, 2, 7, 2, 7, 39, 50, 183, 2, 16, 3, 391, 2, 216, 4, 2, 18, 10, 3, 2, 55, 9, 2, 190, 11, 36, 24, 3, 224, 2, 72, 8, 2, 18, 82, 9, 143, 127, 4, 55, 11, 64, 9, 549, 411, 2, 550, 213, 96, 69, 64, 2, 330, 768, 70, 36, 184, 2, 55, 96, 117, 2, 261, 106, 3, 50, 2, 40, 551, 6, 246, 412, 12, 71, 2, 55, 47, 108, 90, 2, 106, 3, 168, 2, 40, 50, 551, 6, 176, 412, 12, 71, 10, 3, 2, 166, 50, 2, 413, 3, 2, 12, 71, 70, 2, 192, 184, 2, 192, 50, 2, 552, 4, 227, 14, 2, 328, 3, 2, 166, 2, 12, 50, 2, 413, 14, 2, 12, 71, 3, 2, 403, 8, 2, 226, 10, 3, 2, 72, 64, 143, 190, 11, 124, 367, 3, 224, 2, 216, 4, 2, 18, 76, 190, 223, 2, 62, 2, 12, 2, 40, 2, 12, 71, 108, 320, 57, 2, 12, 16, 117, 8, 2, 12, 70, 2, 166, 100, 6, 40, 50, 2, 12, 14, 144, 62, 3, 769, 3, 224, 2, 72, 82, 9, 77, 143, 127, 4, 40, 2, 26, 5, 2, 41, 2, 136, 414, 136, 72, 9, 70, 2, 12, 9, 8, 2, 246, 62, 8, 2, 26, 5, 2, 176, 68, 2, 41, 3, 63, 2, 372, 72, 2, 176, 62, 9, 68, 2, 26, 5, 2, 246, 68, 2, 41, 10, 3];18;"Functional description of a bicycle: 
 Below is a list of the different bicycle components and a functional description of them.  
 the frame is the skeleton of the bicycle. refer to  
 the wheel is the point of contact between the bicycle and the road for the bicycle to have movement. refer to  
 the spokes are thick wires with tension applied that connect the hub to the rim. you can adjust the tension with the nipple on the rim side. 
 the hub attaches to the center of the wheel where the axle and the bearings are. 
 the metal rim is a metal ring that has a u-shaped cross section to hold the spokes on the inner side and the tire on the outer side. 
 the seat, which is also known as the ""saddle"", is used as the support platform for the person to sit on the bicycle. 
 the seat post is used as a support post for the seat and to change the height of the seat for the rider. 
 the handle bar is a horizontal bar with handles on each end. the handle bar is a steering mechanism that the rider uses to change the direction of the bicycle. the brake levers are also on the handle bar. refer to  
 the handle bar stem (the stem) attaches the handle bar to the steering tube. refer to  
 when you operate the brake lever, the brake pads move against the wheel to decrease the speed. the brake lever on the left side operates the front brake. the brake lever on the right side operates the rear brake. 
 when you operate the brakes, the brake pad moves against the wheel to decrease the speed of the bicycle. refer to  
 the shifters are the mechanisms that you use to change the gears on the bicycle. there are 7 different types of shifters that have been developed over the years, but they all have the same functionality. when you operate the shifters, they pull the control cable to move the derailleur towards a larger diameter chain ring. the shifters can also loosen the cable to let the derailleur move towards a smaller diameter chain ring. refer to  
 the crank moves the power to the chain rings when the pedals operate. 
 the pedals move the force of movement from the feet to the cranks. 
 the chain moves the power from the chain rings to the cogs on the freewheel. refer to  
 the gears have different mechanisms that function together to change the speed of the bicycle. these mechanisms include:  
 the sprockets 
 the chain 
 the derailleur 
 the chain rings (also known as the ""chain wheel"") pull on the chain when the cranks turn. 
 a derailleur moves the chain from one sprocket to another to change the gears. there are two different types of derailleur, the front and the rear. the highest ratio (highest gear) is when the chain is on the largest sprocket on the front and the smallest at the rear. to get the lowest gear, the smallest sprocket is at the front and the largest at the rear. refer to ";DMC-S1000DBIKE-A-D00-00-00-00AA-042A-AAA(1)
[124, 105, 4, 6, 19, 194, 17, 6, 188, 4, 2, 139, 19, 210, 5, 6, 124, 105, 4, 298, 2, 42, 17, 2, 405, 4, 2, 19, 10, 3, 2, 16, 17, 2, 195, 4, 406, 131, 2, 19, 5, 2, 407, 58, 2, 19, 3, 64, 227, 10, 3, 2, 91, 59, 493, 245, 13, 94, 81, 11, 193, 2, 74, 3, 2, 60, 36, 47, 159, 2, 94, 13, 2, 382, 8, 2, 60, 111, 2, 74, 67, 3, 2, 167, 4, 2, 16, 265, 2, 205, 5, 2, 92, 59, 2, 221, 60, 17, 6, 221, 71, 11, 140, 6, 546, 408, 180, 329, 3, 54, 2, 91, 8, 2, 132, 111, 5, 2, 27, 8, 2, 215, 111, 2, 98, 160, 17, 108, 356, 57, 2, 718, 17, 24, 57, 2, 266, 402, 58, 2, 548, 3, 409, 8, 2, 19, 2, 98, 263, 17, 24, 57, 6, 266, 263, 58, 2, 98, 5, 3, 243, 2, 400, 4, 2, 98, 58, 2, 197, 2, 135, 61, 17, 6, 516, 61, 13, 135, 8, 95, 146, 2, 135, 61, 17, 6, 138, 174, 11, 2, 197, 24, 3, 243, 2, 311, 4, 2, 19, 2, 7, 25, 59, 108, 8, 2, 135, 61, 10, 3, 2, 135, 61, 33, 2, 33, 67, 2, 135, 61, 3, 2, 138, 22, 10, 3, 70, 36, 141, 2, 7, 25, 2, 7, 39, 50, 183, 2, 16, 3, 472, 2, 216, 2, 7, 25, 8, 2, 208, 111, 141, 2, 26, 7, 2, 7, 25, 8, 2, 185, 111, 141, 2, 41, 7, 70, 36, 141, 2, 7, 2, 7, 39, 50, 183, 2, 16, 3, 472, 2, 216, 4, 2, 19, 10, 3, 2, 55, 59, 2, 174, 11, 36, 24, 3, 243, 2, 72, 8, 2, 19, 82, 59, 139, 127, 4, 55, 11, 64, 872, 549, 411, 2, 550, 213, 96, 69, 64, 2, 330, 124, 70, 36, 141, 2, 55, 96, 117, 2, 261, 107, 3, 50, 2, 40, 719, 6, 720, 476, 12, 71, 2, 55, 47, 108, 90, 2, 107, 3, 168, 2, 40, 50, 719, 6, 873, 476, 12, 71, 10, 3, 2, 166, 50, 2, 413, 3, 2, 12, 71, 70, 2, 192, 141, 2, 192, 50, 2, 721, 4, 227, 14, 2, 716, 3, 2, 166, 2, 12, 50, 2, 413, 14, 2, 12, 71, 3, 2, 403, 8, 2, 226, 10, 3, 2, 72, 64, 139, 174, 11, 124, 380, 3, 243, 2, 216, 4, 2, 19, 76, 174, 242, 2, 62, 2, 12, 2, 40, 2, 12, 71, 108, 356, 57, 2, 12, 16, 117, 8, 2, 12, 70, 2, 166, 100, 6, 40, 50, 2, 12, 14, 144, 62, 3, 874, 3, 243, 2, 72, 82, 59, 77, 139, 127, 4, 40, 2, 26, 5, 2, 41, 2, 722, 414, 722, 72, 17, 70, 2, 12, 17, 8, 2, 477, 62, 8, 2, 26, 5, 2, 723, 68, 2, 41, 3, 63, 2, 875, 72, 2, 723, 62, 17, 68, 2, 26, 5, 2, 477, 68, 2, 41, 10, 3];18;"Functional description of a bicycle: 
 Below is a list of the different bicycle components and a functional description of them.  
 the frame is the skeleton of the bicycle. refer to  
 the wheel is the point of contact between the bicycle and the road for the bicycle to have movement. refer to  
 the spokes are thick wires with tension applied that connect the hub to the rim. you can adjust the tension with the nipple on the rim side. 
 the hub attaches to the center of the wheel where the axle and the bearings are. 
 the metal rim is a metal ring that has a u-shaped cross section to hold the spokes on the inner side and the tire on the outer side. 
 the seat, which is also known as the ""saddle"", is used as the support platform for the person to sit on the bicycle. 
 the seat post is used as a support post for the seat and to change the height of the seat for the rider. 
 the handle bar is a horizontal bar with handles on each end. the handle bar is a steering mechanism that the rider uses to change the direction of the bicycle. the brake levers are also on the handle bar. refer to  
 the handle bar stem (the stem) attaches the handle bar to the steering tube. refer to  
 when you operate the brake lever, the brake pads move against the wheel to decrease the speed. the brake lever on the left side operates the front brake. the brake lever on the right side operates the rear brake. 
 when you operate the brakes, the brake pad moves against the wheel to decrease the speed of the bicycle. refer to  
 the shifters are the mechanisms that you use to change the gears on the bicycle. there are 7 different types of shifters that have been developed over the years, but they all have the same functionality. when you operate the shifters, they pull the control cable to move the derailleur towards a larger diameter chain ring. the shifters can also loosen the cable to let the derailleur move towards a smaller diameter chain ring. refer to  
 the crank moves the power to the chain rings when the pedals operate. 
 the pedals move the force of movement from the feet to the cranks. 
 the chain moves the power from the chain rings to the cogs on the freewheel. refer to  
 the gears have different mechanisms that function together to change the speed of the bicycle. these mechanisms include:  
 the sprockets 
 the chain 
 the derailleur 
 the chain rings (also known as the ""chain wheel"") pull on the chain when the cranks turn. 
 a derailleur moves the chain from one sprocket to another to change the gears. there are two different types of derailleur, the front and the rear. the highest ratio (highest gear) is when the chain is on the largest sprocket on the front and the smallest at the rear. to get the lowest gear, the smallest sprocket is at the front and the largest at the rear. refer to ";DMC-S1000DBIKE-A-D00-00-00-00AA-042A-AAA(1)
[18, 101, 4, 124];19;"Bicycle: 
 Description of function";DMC-S1000DBIKE-A-D00-00-00-00AA-042A-AAA(2)
