tokens;labels;text;DMC
[4, 5, 164, 86, 4, 32, 18, 20, 63];7;To be made available to all S1000D users.;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[204, 3, 30, 3, 2, 99, 95, 3, 22];8;Ministries of Defence of the member countries of ASD.;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[208, 3, 30, 3, 2, 99, 116, 3, 22];8;Ministries of Defence of the member countries of ASD.;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[18, 20, 123, 74, 124, 107];9;S1000D-SC-2016-017-002-00 Steering Committee TOR;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[60, 652, 137];10;Brake serial number;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[7, 17, 5, 158, 39, 5, 6, 52, 22, 53, 14, 48, 49, 36, 117, 4, 2, 46, 28, 8, 33, 3, 2, 17, 57, 14, 205, 8, 125, 103, 8, 201, 96, 91, 38, 170, 4, 125, 3, 126, 8, 127, 10, 14, 108, 105];11;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[7, 17, 23, 187, 39, 23, 6, 52, 22, 53, 14, 48, 49, 81, 130, 4, 2, 46, 28, 8, 33, 3, 2, 17, 199, 14, 209, 8, 131, 103, 8, 210, 184, 91, 38, 198, 4, 131, 3, 126, 8, 127, 10, 14, 108, 105];11;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[182, 242, 189, 155];12;Applicability cross-reference table;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[109, 3, 54];13;Limitations of liability:;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[113, 3, 54];13;Limitations of liability:;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[55, 34];14;Mountain bicycle;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[27, 5, 26, 110, 109, 16, 66, 4, 7, 11, 12];15;"There are no dissemination limitations that apply to this data
            module.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[27, 24, 26, 110, 113, 16, 66, 4, 7, 11, 12];15;"There are no dissemination limitations that apply to this data
            module.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[50, 6, 30, 102, 61, 3, 51, 22];16;AeroSpace and Defence Industries Associations of Europe - ASD.;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[50, 6, 30, 115, 211, 3, 51, 22];16;AeroSpace and Defence Industries Associations of Europe - ASD.;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[268];17;Model;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[18, 20, 128];18;S1000D upissued;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[27, 5, 26, 69, 92, 166, 10, 7, 11, 12];19;"There are no specific handling instructions for this data
            module.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[27, 24, 26, 69, 92, 185, 10, 7, 11, 12];19;"There are no specific handling instructions for this data
            module.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[83, 89];20;Copyright (C) 2016;DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[84, 3, 7, 11, 12, 4, 32, 95, 16, 5, 2, 111, 3, 56, 16, 5, 35, 3, 18, 20, 5, 194, 104, 3, 7, 11, 12, 5, 4, 5, 65, 2, 112, 3, 2, 56];21;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[84, 3, 7, 11, 12, 4, 32, 116, 16, 24, 2, 111, 3, 202, 16, 24, 63, 3, 18, 20, 23, 195, 104, 3, 7, 11, 12, 23, 4, 5, 65, 2, 112, 3, 2, 56];21;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[28, 4, 7, 42, 45, 62, 93, 67, 129, 2, 35, 5, 78, 10, 181, 41, 28, 4, 2, 17, 160, 13, 7, 42, 36, 62, 6, 5, 79];22;"Revisions to this document may occur after its issuance. The user is
                            responsible for determining if revisions to the material contained in
                            this document have occurred and are applicable.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[132, 4, 7, 42, 45, 62, 93, 67, 129, 2, 35, 23, 78, 10, 212, 41, 132, 4, 2, 17, 200, 13, 7, 42, 36, 213, 6, 24, 79];22;"Revisions to this document may occur after its issuance. The user is
                            responsible for determining if revisions to the material contained in
                            this document have occurred and are applicable.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[27, 5, 26, 98, 150, 16, 100, 68, 2, 47, 178, 10, 8, 64, 75, 3, 7, 11, 12];23;"There are no known conditions that would change the data restrictions for, or
            security classification of, this data module.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[27, 24, 26, 98, 168, 16, 100, 68, 2, 11, 188, 10, 8, 64, 75, 3, 7, 11, 12];23;"There are no known conditions that would change the data restrictions for, or
            security classification of, this data module.";DMC-BRAKE-D-D00-00-00-00AA-00WA-AAA
[52, 22, 53, 14, 48, 49, 36, 117, 4, 2, 46, 28, 8, 33, 3, 7, 17, 118, 5, 119, 10, 14, 120, 121, 85, 8, 122, 171, 8, 14, 72, 54, 203, 43, 14, 9, 3, 7, 17];24;"Neither ASD nor any person who has contributed to the creation,
                            revision or maintenance of this material shall be liable for any direct,
                            indirect, special or consequential damages or any other liability
                            arising from any use of this material.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[52, 22, 53, 14, 48, 49, 81, 130, 4, 2, 46, 28, 8, 33, 3, 7, 17, 118, 5, 119, 10, 14, 120, 121, 85, 8, 122, 206, 8, 14, 72, 54, 207, 43, 14, 9, 3, 7, 17];24;"Neither ASD nor any person who has contributed to the creation,
                            revision or maintenance of this material shall be liable for any direct,
                            indirect, special or consequential damages or any other liability
                            arising from any use of this material.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[35, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 73];25;"Users may destroy this data module in accordance with their own local
            procedures.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[63, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 149];25;"Users may destroy this data module in accordance with their own local
            procedures.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 583, 821, 139, 3, 2, 34, 5, 2, 60, 156, 236, 25, 354, 33, 3, 2, 60, 156, 5, 259, 91, 172, 25, 720, 153, 62, 57, 218, 161, 4, 153, 2, 259, 33, 39, 1422, 39, 721, 41, 161, 153, 38, 153, 7, 2, 34, 162, 5, 1423, 4, 9];26;The most important part of the bicycle is the brake system. Only a minimum maintenance of the brake system is necessary. But, when a problem does occur, make sure you to do the necessary maintenance as quickly as possible. If you do not do this the bicycle will be dangerous to use.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 583, 821, 139, 3, 2, 34, 23, 2, 60, 156, 236, 25, 354, 33, 3, 2, 60, 156, 23, 259, 91, 172, 25, 720, 1075, 62, 57, 218, 161, 4, 153, 2, 259, 33, 39, 1422, 39, 721, 41, 161, 153, 38, 153, 7, 2, 34, 162, 5, 1423, 4, 9];26;The most important part of the bicycle is the brake system. Only a minimum maintenance of the brake system is necessary. But, when a problem does occur, make sure you to do the necessary maintenance as quickly as possible. If you do not do this the bicycle will be dangerous to use.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 5, 822, 60, 279, 138, 4];27;There are four brake pads (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 24, 822, 60, 353, 138, 4];27;There are four brake pads (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[60, 214];28;Brake lever;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[50, 6, 30, 102, 61, 3, 51];29;AEROSPACE AND DEFENCE INDUSTRIES ASSOCIATION OF EUROPE;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[50, 6, 30, 115, 61, 3, 51];29;AEROSPACE AND DEFENCE INDUSTRIES ASSOCIATION OF EUROPE;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[4, 5, 57, 86, 4, 32, 18, 20, 35];30;To be made available to all S1000D users.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[4, 5, 164, 86, 4, 32, 18, 20, 63];30;To be made available to all S1000D users.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 279, 138, 4];31;the brake pads (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 353, 138, 4];31;the brake pads (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 636, 60, 214, 267, 2, 60, 279, 29, 2, 101, 133, 6, 2, 460, 60, 279, 267, 2, 60, 29, 2, 173, 133];32;The left brake lever holds the brake pads on the front wheel and the right brake pads hold the brakes on the rear wheel.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 636, 60, 214, 1845, 2, 60, 353, 29, 2, 101, 133, 6, 2, 460, 60, 353, 267, 2, 317, 29, 2, 173, 133];32;The left brake lever holds the brake pads on the front wheel and the right brake pads hold the brakes on the rear wheel.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[204, 3, 30, 3, 2, 99, 95, 3, 22];33;Ministries of Defence of the member countries of ASD.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[208, 3, 30, 3, 2, 99, 116, 3, 22];33;Ministries of Defence of the member countries of ASD.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[18, 20, 123, 74, 124, 107];34;S1000D-SC-2016-017-002-00 Steering Committee TOR;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[722, 60];35;Cantilever brake;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[71];36;BY13;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[44, 134];37;Bike book;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[25, 355, 16, 805, 43, 2, 60, 214, 29, 2, 222, 521, 2, 309, 214, 29, 2, 60, 823, 7, 1133, 2, 60, 279, 931, 2, 824, 332, 3, 2, 133, 58, 932, 2, 532, 3, 2, 34];38;A cable that goes from the brake levers on the handlebars pulls the two levers on the brakes together. This presses the brake pads against the outer rim of the wheel, which decreases the speed of the bicycle.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[25, 355, 16, 1959, 43, 2, 60, 647, 29, 2, 634, 2853, 2, 309, 647, 29, 2, 317, 823, 7, 2854, 2, 60, 353, 931, 2, 824, 332, 3, 2, 133, 58, 2855, 2, 532, 3, 2, 34];38;A cable that goes from the brake levers on the handlebars pulls the two levers on the brakes together. This presses the brake pads against the outer rim of the wheel, which decreases the speed of the bicycle.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[7, 17, 5, 158, 39, 5, 6, 52, 22, 53, 14, 48, 49, 36, 117, 4, 2, 46, 28, 8, 33, 3, 2, 17, 57, 14, 205, 8, 125, 103, 8, 201, 96, 91, 38, 170, 4, 125, 3, 126, 8, 127, 10, 14, 108, 105];39;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[7, 17, 23, 187, 39, 23, 6, 52, 22, 53, 14, 48, 49, 81, 130, 4, 2, 46, 28, 8, 33, 3, 2, 17, 199, 14, 209, 8, 131, 103, 8, 210, 184, 91, 38, 198, 4, 131, 3, 126, 8, 127, 10, 14, 108, 105];39;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[1134, 533, 3, 25, 55, 34, 214];40;Typical components of a mountain bicycle lever;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[1134, 1076, 3, 25, 55, 34, 214];40;Typical components of a mountain bicycle lever;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[722, 60, 37, 1135, 355];41;Cantilever brake with straddle cable;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[109, 3, 54];42;Limitations of liability:;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[113, 3, 54];42;Limitations of liability:;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 5, 1136, 356, 157, 3, 60, 156, 2, 248, 933, 29, 583, 34, 5, 2, 722, 60, 138, 4];43;There are nine different types of brake systems. The one found on most bicycles is the cantilever brake (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 24, 1136, 356, 258, 3, 60, 1118, 2, 248, 2856, 29, 583, 1077, 23, 2, 722, 60, 138, 4];43;There are nine different types of brake systems. The one found on most bicycles is the cantilever brake (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 5, 26, 110, 109, 16, 66, 4, 7, 11, 12];44;"There are no dissemination limitations that apply to this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 24, 26, 110, 113, 16, 66, 4, 7, 11, 12];44;"There are no dissemination limitations that apply to this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[50, 6, 30, 102, 61, 3, 51, 22];45;AeroSpace and Defence Industries Associations of Europe - ASD.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[50, 6, 30, 115, 211, 3, 51, 22];45;AeroSpace and Defence Industries Associations of Europe - ASD.;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 355];46;the brake cable;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[140, 3, 70, 82, 5, 57];47;Description of how it is made;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[140, 3, 70, 82, 23, 164];47;Description of how it is made;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[18, 20, 128];48;S1000D upissued;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 1137];49;the brake arm;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[60, 156];50;Brake system;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 5, 26, 69, 92, 166, 10, 7, 11, 12];51;"There are no specific handling instructions for this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 24, 26, 69, 92, 185, 10, 7, 11, 12];51;"There are no specific handling instructions for this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[83, 89];52;Copyright (C) 2016;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 349, 310, 534, 39, 1424];53;the brake clamp (also known as callipers);DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 349, 310, 98, 39, 1846];53;the brake clamp (also known as callipers);DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 214, 138, 4];54;The brake levers (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 647, 138, 4];54;The brake levers (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[84, 3, 7, 11, 12, 4, 32, 95, 16, 5, 2, 111, 3, 56, 16, 5, 35, 3, 18, 20, 5, 194, 104, 3, 7, 11, 12, 5, 4, 5, 65, 2, 112, 3, 2, 56];55;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[84, 3, 7, 11, 12, 4, 32, 116, 16, 24, 2, 111, 3, 202, 16, 24, 63, 3, 18, 20, 23, 195, 104, 3, 7, 11, 12, 23, 4, 5, 65, 2, 112, 3, 2, 56];55;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[28, 4, 7, 42, 45, 62, 93, 67, 129, 2, 35, 5, 78, 10, 181, 41, 28, 4, 2, 17, 160, 13, 7, 42, 36, 62, 6, 5, 79];56;"Revisions to this document may occur after its issuance. The user is
                            responsible for determining if revisions to the material contained in
                            this document have occurred and are applicable.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[132, 4, 7, 42, 45, 62, 93, 67, 129, 2, 35, 23, 78, 10, 212, 41, 132, 4, 2, 17, 200, 13, 7, 42, 36, 213, 6, 24, 79];56;"Revisions to this document may occur after its issuance. The user is
                            responsible for determining if revisions to the material contained in
                            this document have occurred and are applicable.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 214, 138, 4];57;the brake lever (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[60, 279];58;Brake pads;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[60, 353];58;Brake pads;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2034, 934, 3, 25, 60];59;Exploded diagram of a brake;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2857, 934, 3, 25, 60];59;Exploded diagram of a brake;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[2, 60, 156, 138, 4];60;The brake system (refer to ;DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 5, 26, 98, 150, 16, 100, 68, 2, 47, 178, 10, 8, 64, 75, 3, 7, 11, 12];61;"There are no known conditions that would change the data restrictions for, or
            security classification of, this data module.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[27, 24, 26, 98, 168, 16, 100, 68, 2, 11, 188, 10, 8, 64, 75, 3, 7, 11, 12];61;"There are no known conditions that would change the data restrictions for, or
            security classification of, this data module.";DMC-BRAKE-A-DA1-00-00-00AA-041A-AAA
[52, 22, 53, 14, 48, 49, 36, 117, 4, 2, 46, 28, 8, 33, 3, 7, 17, 118, 5, 119, 10, 14, 120, 121, 85, 8, 122, 171, 8, 14, 72, 54, 203, 43, 14, 9, 3, 7, 17];62;"Neither ASD nor any person who has contributed to the creation,
                            revision or maintenance of this material shall be liable for any direct,
                            indirect, special or consequential damages or any other liability
                            arising from any use of this material.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[52, 22, 53, 14, 48, 49, 81, 130, 4, 2, 46, 28, 8, 33, 3, 7, 17, 118, 5, 119, 10, 14, 120, 121, 85, 8, 122, 206, 8, 14, 72, 54, 207, 43, 14, 9, 3, 7, 17];62;"Neither ASD nor any person who has contributed to the creation,
                            revision or maintenance of this material shall be liable for any direct,
                            indirect, special or consequential damages or any other liability
                            arising from any use of this material.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[35, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 73];63;"Users may destroy this data module in accordance with their own local
            procedures.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[63, 45, 106, 7, 11, 12, 13, 97, 37, 77, 90, 87, 149];63;"Users may destroy this data module in accordance with their own local
            procedures.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[311, 2, 34, 13, 25, 825, 340];64;Put the bicycle in a vertical position.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[496, 244];65;Manual test;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[50, 6, 30, 102, 61, 3, 51];66;AEROSPACE AND DEFENCE INDUSTRIES ASSOCIATION OF EUROPE;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[50, 6, 30, 115, 61, 3, 51];66;AEROSPACE AND DEFENCE INDUSTRIES ASSOCIATION OF EUROPE;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[4, 5, 57, 86, 4, 32, 18, 20, 35];67;To be made available to all S1000D users.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[4, 5, 164, 86, 4, 32, 18, 20, 63];67;To be made available to all S1000D users.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[204, 3, 30, 3, 2, 99, 95, 3, 22];68;Ministries of Defence of the member countries of ASD.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[208, 3, 30, 3, 2, 99, 116, 3, 22];68;Ministries of Defence of the member countries of ASD.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[18, 20, 123, 74, 124, 107];69;S1000D-SC-2016-017-002-00 Steering Committee TOR;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[267, 2, 295, 263, 6, 382, 2, 34, 653];70;Hold the handle bars and push the bicycle forwards.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[267, 2, 295, 1119, 6, 382, 2, 34, 1316];70;Hold the handle bars and push the bicycle forwards.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[71];71;BY13;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[44, 134];72;Bike book;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[7, 17, 5, 158, 39, 5, 6, 52, 22, 53, 14, 48, 49, 36, 117, 4, 2, 46, 28, 8, 33, 3, 2, 17, 57, 14, 205, 8, 125, 103, 8, 201, 96, 91, 38, 170, 4, 125, 3, 126, 8, 127, 10, 14, 108, 105];73;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[7, 17, 23, 187, 39, 23, 6, 52, 22, 53, 14, 48, 49, 81, 130, 4, 2, 46, 28, 8, 33, 3, 2, 17, 199, 14, 209, 8, 131, 103, 8, 210, 184, 91, 38, 198, 4, 131, 3, 126, 8, 127, 10, 14, 108, 105];73;"This material is provided ""As is"" and neither ASD nor any person who
                            has contributed to the creation, revision or maintenance of the material
                            makes any representations or warranties, express or implied, including
                            but not limited to, warranties of merchantability or fitness for any
                            particular purpose.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[109, 3, 54];74;Limitations of liability:;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[113, 3, 54];74;Limitations of liability:;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[27, 5, 26, 110, 109, 16, 66, 4, 7, 11, 12];75;"There are no dissemination limitations that apply to this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[27, 24, 26, 110, 113, 16, 66, 4, 7, 11, 12];75;"There are no dissemination limitations that apply to this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[50, 6, 30, 102, 61, 3, 51, 22];76;AeroSpace and Defence Industries Associations of Europe - ASD.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[50, 6, 30, 115, 211, 3, 51, 22];76;AeroSpace and Defence Industries Associations of Europe - ASD.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[18, 20, 128];77;S1000D upissued;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[60, 156];78;Brake system;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[27, 5, 26, 69, 92, 166, 10, 7, 11, 12];79;"There are no specific handling instructions for this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[27, 24, 26, 69, 92, 185, 10, 7, 11, 12];79;"There are no specific handling instructions for this data
            module.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[280];80;Operator;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[83, 89];81;Copyright (C) 2016;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[84, 3, 7, 11, 12, 4, 32, 95, 16, 5, 2, 111, 3, 56, 16, 5, 35, 3, 18, 20, 5, 194, 104, 3, 7, 11, 12, 5, 4, 5, 65, 2, 112, 3, 2, 56];82;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[84, 3, 7, 11, 12, 4, 32, 116, 16, 24, 2, 111, 3, 202, 16, 24, 63, 3, 18, 20, 23, 195, 104, 3, 7, 11, 12, 23, 4, 5, 65, 2, 112, 3, 2, 56];82;"Export of this data module to all countries that are the residence of
                    organizations that are users of S1000D is permitted. Storage of this data module
                    is to be at the discretion of the organization.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[66, 2, 60];83;Apply the brakes.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[66, 2, 317];83;Apply the brakes.;DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
[28, 4, 7, 42, 45, 62, 93, 67, 129, 2, 35, 5, 78, 10, 181, 41, 28, 4, 2, 17, 160, 13, 7, 42, 36, 62, 6, 5, 79];84;"Revisions to this document may occur after its issuance. The user is
                            responsible for determining if revisions to the material contained in
                            this document have occurred and are applicable.";DMC-BRAKE-A-DA1-00-00-00AA-341A-AAA
