tokens;labels;text;DMC
[1660, 1661, 1662, 1663, 1664];6;Business rules exchange data module;DMC-URALM-D-00-00-00-00A-022A-A(1)
[1099, 1665, 1666, 1667];7;Applicability common information repository;DMC-URALM-D-00-00-00-00A-0A2A-A(1)
[667, 20, 474, 771, 131, 23];8;"Руководство по техническому обслуживанию 
 Урал-44202-0003511-80М";DMC-URALM-A-05-00-00-00A-001A-A(1)
[741, 20, 412, 814, 138, 23];8;"Руководство по техническому обслуживанию 
 Урал-44202-0003511-80М";DMC-URALM-A-05-00-00-00A-001A-A(1)
[1114, 2, 2344, 69, 1095, 89];9;"Плановые и внеплановые работы: 
 Титульный лист";DMC-URALM-A-05-00-00-00A-001A-A(2)
[1286, 2, 2887, 82, 1277, 89];9;"Плановые и внеплановые работы: 
 Титульный лист";DMC-URALM-A-05-00-00-00A-001A-A(2)
[131, 23, 1115, 1116, 856];10;"Урал-44202-80М: 
 Нормы расхода материалов";DMC-URALM-A-05-00-00-00A-071A-A(1)
[138, 23, 1287, 1116, 856];10;"Урал-44202-80М: 
 Нормы расхода материалов";DMC-URALM-A-05-00-00-00A-071A-A(1)
[131, 23, 1115, 1116, 854, 132];11;"Урал-44202-80М: 
 Нормы расхода запасных частей";DMC-URALM-A-05-00-00-00A-075A-A(1)
[138, 23, 1287, 1116, 931, 139];11;"Урал-44202-80М: 
 Нормы расхода запасных частей";DMC-URALM-A-05-00-00-00A-075A-A(1)
[131, 23, 424, 774, 5, 2345, 668];12;"Урал-44202-80М: 
 Перечень изделий с ограниченным ресурсом";DMC-URALM-A-05-10-00-00A-00DA-A(1)
[138, 23, 439, 816, 5, 2888, 668];12;"Урал-44202-80М: 
 Перечень изделий с ограниченным ресурсом";DMC-URALM-A-05-10-00-00A-00DA-A(1)
[131, 23, 424, 69, 524];13;"Урал-44202-80М: 
 Перечень работ ТО";DMC-URALM-A-05-20-00-01A-000A-A(1)
[138, 23, 439, 82, 524];13;"Урал-44202-80М: 
 Перечень работ ТО";DMC-URALM-A-05-20-00-01A-000A-A(1)
[1114, 474, 771, 524];14;"Плановое техническое обслуживание: 
 ТО1";DMC-URALM-A-05-40-00-01A-000A-A(1)
[1286, 412, 814, 524];14;"Плановое техническое обслуживание: 
 ТО1";DMC-URALM-A-05-40-00-01A-000A-A(1)
[1114, 474, 771, 524];15;"Плановое техническое обслуживание: 
 ТО2";DMC-URALM-A-05-40-00-02A-000A-A(1)
[1286, 412, 814, 524];15;"Плановое техническое обслуживание: 
 ТО2";DMC-URALM-A-05-40-00-02A-000A-A(1)
[1114, 474, 771, 1668, 524];16;"Плановое техническое обслуживание: 
 Ежедневное ТО";DMC-URALM-A-05-40-00-03A-000A-A(1)
[1286, 412, 814, 2048, 524];16;"Плановое техническое обслуживание: 
 Ежедневное ТО";DMC-URALM-A-05-40-00-03A-000A-A(1)
[1669, 1117, 31, 8, 339, 675, 1670, 339, 1117, 31, 241, 2346, 2347, 667, 20, 339, 2, 2348, 1668, 474, 771, 2, 1118, 449, 479, 568, 569, 191, 109, 676, 1671, 191, 109, 46, 990, 569, 857, 1385, 298, 525, 2349, 220, 41, 1386, 64, 5, 133, 1387, 2350, 53, 569, 2, 2351, 1672, 3, 451, 401, 676, 1671, 2352, 991, 46, 990, 569, 1673, 400, 178, 2353, 105, 24, 3, 134, 46, 1115, 1119, 1120, 671, 31, 676, 1388, 526, 1389, 677, 473, 1120, 85, 627, 2354, 1674, 676, 69, 2355, 1674, 190, 676, 69, 1390, 2356, 1121];17;"Подготовка нового автомобиля к эксплуатации: 
 Перед началом эксплуатации нового автомобиля необходимо изучить данное руководство по эксплуатации и провести ежедневное техническое обслуживание и дополнительно выполнить следующие действия: 
 Уровень охлаждающей жидкости. 
 Проверить. 
 Долить охлаждающую жидкость до нормального уровня.: 
 После заправки топливного бака заполнить топливом систему питания двигателя с помощью ручного топливоподкачивающего насоса. 
 Уровень и плотность электролита в аккумуляторных батареях 
 Проверить. 
 Долить дистиллированную воду до нормального уровня.: 
 Открыть колёсные краны, довести давление воздуха в шинах до нормы. 
 Внешнее светосигнальное оборудование автомобиля 
 Проверить 
 Заменить лампы.: 
 Убедиться, что все светосигнальные устройства работают.: 
 Замки дверей 
 Проверить работу 
 Стеклоподъёмники дверей кабины. 
 Проверить работу 
 Произвести пробный выезд.";DMC-URALM-A-15-30-00-01A-121A-A(1)
[2049, 1288, 36, 8, 349, 675, 2889, 349, 1288, 36, 233, 2890, 1285, 741, 20, 349, 2, 2891, 2048, 412, 814, 2, 544, 545, 395, 512, 2050, 204, 113, 1046, 2051, 204, 113, 46, 1047, 746, 933, 1521, 304, 525, 2892, 234, 819, 1522, 66, 5, 140, 1523, 2893, 53, 2050, 2, 2894, 1672, 3, 464, 1524, 1046, 2051, 2895, 1048, 46, 1047, 746, 2896, 411, 178, 2897, 106, 24, 3, 79, 46, 1287, 1289, 1290, 744, 36, 1046, 934, 546, 1525, 677, 1049, 1290, 87, 69, 2898, 2052, 1046, 82, 2899, 2052, 195, 1046, 82, 2053, 2900, 1121];17;"Подготовка нового автомобиля к эксплуатации: 
 Перед началом эксплуатации нового автомобиля необходимо изучить данное руководство по эксплуатации и провести ежедневное техническое обслуживание и дополнительно выполнить следующие действия: 
 Уровень охлаждающей жидкости. 
 Проверить. 
 Долить охлаждающую жидкость до нормального уровня.: 
 После заправки топливного бака заполнить топливом систему питания двигателя с помощью ручного топливоподкачивающего насоса. 
 Уровень и плотность электролита в аккумуляторных батареях 
 Проверить. 
 Долить дистиллированную воду до нормального уровня.: 
 Открыть колёсные краны, довести давление воздуха в шинах до нормы. 
 Внешнее светосигнальное оборудование автомобиля 
 Проверить 
 Заменить лампы.: 
 Убедиться, что все светосигнальные устройства работают.: 
 Замки дверей 
 Проверить работу 
 Стеклоподъёмники дверей кабины. 
 Проверить работу 
 Произвести пробный выезд.";DMC-URALM-A-15-30-00-01A-121A-A(1)
[990, 339, 1669, 1117, 31, 8, 339];18;"Нормальная эксплуатация: 
 Подготовка нового автомобиля к эксплуатации";DMC-URALM-A-15-30-00-01A-121A-A(2)
[1047, 349, 2049, 1288, 36, 8, 349];18;"Нормальная эксплуатация: 
 Подготовка нового автомобиля к эксплуатации";DMC-URALM-A-15-30-00-01A-121A-A(2)
[480, 91, 452, 2357, 17, 1391, 2, 2358, 8, 452, 2359, 858, 18, 480, 91, 452, 1675, 2360, 1676, 452, 992, 778, 858, 4, 1670, 151, 992, 778, 858, 2361, 7, 480, 20, 1677, 859, 151, 91, 452, 1392, 778, 1678, 1122, 273, 31, 2, 472, 7, 779, 2362, 5, 452, 1123, 5, 2363, 1679, 276, 1680, 47, 2364, 1104, 1681, 860, 480, 91, 452, 992, 778, 858, 2365, 31, 1118, 2366, 1682, 252, 472, 2, 452, 992, 778, 858, 1123, 5, 2367, 276, 1682, 15, 472, 46, 452, 4, 1683, 2368, 151, 91, 452, 1122, 1675, 992, 778, 858, 1123, 21, 42, 46, 1121, 17, 91, 452, 7, 1684, 2, 2369, 20, 1677, 859, 20, 1685, 480, 452, 2370, 2371, 570, 3, 31, 7, 1686, 151, 20, 859];19;"Проезд под препятствием: 
 Выйти из машины и подойти к препятствию.: 
 Ассистировать водителю при проезде под препятствием: 
 Визуально оценить высоту препятствия.: 
 Дать команду водителю на начало движения.: 
 Дать команду водителю развернуться для проезда по альтернативному маршруту.: 
 Движение под препятствием: 
 Выполнять команды экспедитора.: 
 Контролировать положение автомобиля и груза для избежания столкновения с препятствием.: 
 Двигаться с минимально возможной скоростью, но не более 3 км/ч.: 
 Контроль проезда под препятствием: 
 Дать команду водителю остановить автомобиль.: 
 Дополнительно проконтролировать расстояние между грузом и препятствием.: 
 Дать команду водителю двигаться с минимальной скоростью.: 
 Расстояние от груза до препятствия на всём протяжении движения под препятствием 
 Контролировать визуально 
 Дать команду водителю двигаться задним ходом до выезда из-под препятствия для разворота и следования по альтернативному маршруту.: 
 По окончании проезда препятствия занять своё место в автомобиле для продолжения движения по маршруту.:";DMC-URALM-A-15-30-00-01A-131A-A(1)
[480, 91, 465, 2901, 17, 1526, 2, 2902, 8, 465, 2903, 935, 18, 480, 91, 465, 2054, 2904, 2055, 465, 1050, 820, 935, 4, 2905, 155, 1050, 820, 935, 2906, 7, 480, 20, 2056, 859, 155, 91, 465, 818, 820, 1678, 1527, 289, 36, 2, 472, 7, 821, 2907, 5, 465, 1528, 5, 2057, 1283, 291, 1680, 47, 2908, 1104, 1681, 936, 480, 91, 465, 1050, 820, 935, 1033, 36, 544, 2909, 2058, 260, 472, 2, 465, 1050, 820, 935, 1528, 5, 2057, 291, 2058, 15, 472, 46, 465, 4, 1278, 2910, 155, 91, 465, 1527, 2054, 1050, 820, 935, 1528, 22, 42, 46, 1121, 17, 91, 465, 7, 1684, 2, 2911, 20, 2056, 859, 20, 2059, 480, 465, 2912, 937, 603, 3, 36, 7, 2060, 155, 20, 859];19;"Проезд под препятствием: 
 Выйти из машины и подойти к препятствию.: 
 Ассистировать водителю при проезде под препятствием: 
 Визуально оценить высоту препятствия.: 
 Дать команду водителю на начало движения.: 
 Дать команду водителю развернуться для проезда по альтернативному маршруту.: 
 Движение под препятствием: 
 Выполнять команды экспедитора.: 
 Контролировать положение автомобиля и груза для избежания столкновения с препятствием.: 
 Двигаться с минимально возможной скоростью, но не более 3 км/ч.: 
 Контроль проезда под препятствием: 
 Дать команду водителю остановить автомобиль.: 
 Дополнительно проконтролировать расстояние между грузом и препятствием.: 
 Дать команду водителю двигаться с минимальной скоростью.: 
 Расстояние от груза до препятствия на всём протяжении движения под препятствием 
 Контролировать визуально 
 Дать команду водителю двигаться задним ходом до выезда из-под препятствия для разворота и следования по альтернативному маршруту.: 
 По окончании проезда препятствия занять своё место в автомобиле для продолжения движения по маршруту.:";DMC-URALM-A-15-30-00-01A-131A-A(1)
[990, 339, 480, 5, 2372, 472, 91, 9, 452];20;"Нормальная эксплуатация: 
 Проезд с негабаритным грузом под мостом/препятствием";DMC-URALM-A-15-30-00-01A-131A-A(2)
[1047, 349, 480, 5, 2913, 472, 91, 9, 465];20;"Нормальная эксплуатация: 
 Проезд с негабаритным грузом под мостом/препятствием";DMC-URALM-A-15-30-00-01A-131A-A(2)
[667, 20, 339, 64, 847];21;"Руководство по эксплуатации 
 Двигатель ЯМЗ-53642.10";DMC-URALM-A-A2-00-00-00A-001A-A(1)
[741, 20, 349, 66, 847];21;"Руководство по эксплуатации 
 Двигатель ЯМЗ-53642.10";DMC-URALM-A-A2-00-00-00A-001A-A(1)
[64, 1095, 89];22;"Двигатель: 
 Титульный лист";DMC-URALM-A-A2-00-00-00A-001A-A(2)
[66, 1277, 89];22;"Двигатель: 
 Титульный лист";DMC-URALM-A-A2-00-00-00A-001A-A(2)
[4, 31, 30, 64, 1687, 1124, 673, 179, 85, 64, 34, 773, 2373, 20, 339, 2, 474, 771, 481, 3, 2374, 8, 31, 667, 20, 339, 64, 1687, 1124, 673, 179, 41, 277, 64, 481, 3, 379, 41, 277, 64, 179, 85, 2, 69, 179, 41, 129, 1393, 481, 3, 379, 41, 1688, 199, 179, 85, 2, 69, 179, 41, 221, 678, 342, 481, 3, 379, 41, 221, 678, 342, 179, 85, 993, 64, 162, 7, 54, 64, 8, 297, 31, 2, 1394, 2375, 861, 2, 2376, 3, 143, 296, 69, 64, 30, 4, 628, 310, 72, 27, 72, 311, 21, 679, 116, 64, 93, 4, 14, 993, 64, 13, 27, 310, 64, 157, 13, 27, 310, 64, 208, 862, 180, 64, 311, 310, 64, 21, 27, 310, 64, 253, 17, 157, 13, 208, 13, 2, 862, 13, 863, 8, 64, 13, 208, 863, 8, 297, 4, 2377, 862, 864, 7, 994, 2378, 670, 2, 865, 222, 43, 21, 311, 310, 253, 17, 310, 64, 30, 4, 70, 163, 2, 310, 21, 30, 4, 297, 180, 64, 21, 1392, 1395, 38];23;"На автомобиле установлен двигатель Ярославского моторного завода. Описание устройства двигателя, а также указания по эксплуатации и техническому обслуживанию приведены в прилагаемом к автомобилю Руководстве по эксплуатации двигателя Ярославского моторного завода. 
 Описание системы охлаждения двигателя приведено в МД  
 Система охлаждения двигателя: 
 Описание устройства и работы 
 Описание системы предпускового обогрева приведено в МД  
 Система предпускового подогрева: 
 Описание устройства и работы 
 Описание системы выпуска отработавших газов приведено в МД  
 Система выпуска отработавших газов: 
 Описание устройства 
 Подвеска двигателя предназначена для крепления двигателя к раме автомобиля и уменьшения амплитуды колебаний и вибраций во время его работы. 
 Двигатель установлен на четырёх опорах: 
 двух передних 
 двух боковых задних. 
 Месторасположение подвески двигателя показано на Рис. 1. 
 Подвеска двигателя: 
 кронштейн передней опоры двигателя верхний 
 кронштейн передней опоры двигателя нижний 
 подушка 
 опора двигателя боковая 
 опора двигателя задняя 
 Передние опоры двигателя состоят из верхнего кронштейна (1), нижнего кронштейна (2) и подушки (3). Кронштейн (1) крепится к двигателю. Кронштейн нижний (2) крепится к раме на заклёпки. Подушки (3) служат для снижения ударных нагрузок и гашения реактивных моментов. 
 Задние боковые опоры состоят из опор двигателя (4), установленных на картер сцепления, и опор задних (5), установленных на раму. Опора двигателя задняя (5) выполняет функцию амортизатора.";DMC-URALM-A-A2-00-00-00A-041A-A(1)
